ax,ay,az,ex,ey,ez,gx,gy,gz,mx,my,mz,qw,qx,qy,qz,BatteryPercent,SystemStatus,GyroStatus,AccelStatus,MagStatus,Timestamp,SequenceNum
0.720000,-0.900000,0.290000,0.000000,0.000000,0.000000,19.375000,-11.250000,63.437500,0.000000,0.000000,0.000000,0.259583,0.809448,0.524719,0.045776,76.000000,0.000000,3.000000,3.000000,3.000000,1583.523000,156624.000000
0.620000,-0.920000,0.290000,0.000000,0.000000,0.000000,27.875000,-13.625000,66.125000,0.000000,0.000000,0.000000,0.259583,0.809448,0.524719,0.045776,76.000000,0.000000,3.000000,3.000000,3.000000,1583.533000,156625.000000
0.440000,-1.090000,0.490000,0.000000,0.000000,0.000000,38.750000,-14.625000,69.312500,0.000000,0.000000,0.000000,0.257324,0.813416,0.519775,0.044556,76.000000,0.000000,3.000000,3.000000,3.000000,1583.543000,156626.000000
0.420000,-1.080000,0.550000,0.000000,0.000000,0.000000,50.437500,-14.375000,72.187500,0.000000,0.000000,0.000000,0.250244,0.822266,0.509521,0.040833,76.000000,0.000000,3.000000,3.000000,3.000000,1583.553000,156627.000000
0.470000,-1.520000,0.670000,0.000000,0.000000,0.000000,61.562500,-13.750000,73.312500,0.000000,0.000000,0.000000,0.245728,0.826965,0.504272,0.038452,76.000000,0.000000,3.000000,3.000000,3.000000,1583.563000,156628.000000
0.500000,-1.710000,0.830000,0.000000,0.000000,0.000000,69.687500,-13.687500,74.500000,0.000000,0.000000,0.000000,0.241028,0.831726,0.498901,0.036072,76.000000,0.000000,3.000000,3.000000,3.000000,1583.573000,156629.000000
0.630000,-2.010000,0.900000,0.000000,0.000000,0.000000,72.062500,-13.250000,76.250000,0.000000,0.000000,0.000000,0.241028,0.831726,0.498901,0.036072,76.000000,0.000000,3.000000,3.000000,3.000000,1583.583000,156630.000000
0.670000,-2.160000,0.940000,0.000000,0.000000,0.000000,71.000000,-13.312500,77.562500,0.000000,0.000000,0.000000,0.236328,0.836426,0.493347,0.033691,76.000000,0.000000,3.000000,3.000000,3.000000,1583.593000,156631.000000
0.570000,-2.160000,0.870000,0.000000,0.000000,0.000000,66.312500,-14.437500,78.500000,0.000000,0.000000,0.000000,0.228210,0.845459,0.481873,0.029541,76.000000,0.000000,3.000000,3.000000,3.000000,1583.603000,156632.000000
0.520000,-2.020000,0.790000,0.000000,0.000000,0.000000,52.875000,-14.500000,78.937500,0.000000,0.000000,0.000000,0.224792,0.849731,0.476074,0.027832,76.000000,0.000000,3.000000,3.000000,3.000000,1583.614000,156633.000000
0.450000,-1.570000,0.520000,0.000000,0.000000,0.000000,49.500000,-14.062500,77.375000,0.000000,0.000000,0.000000,0.221619,0.853760,0.470398,0.026306,76.000000,0.000000,3.000000,3.000000,3.000000,1583.624000,156634.000000
0.360000,-1.300000,0.440000,0.000000,0.000000,0.000000,49.500000,-14.062500,77.375000,0.000000,0.000000,0.000000,0.218323,0.857727,0.464722,0.024719,76.000000,0.000000,3.000000,3.000000,3.000000,1583.634000,156635.000000
0.290000,-1.180000,0.360000,0.000000,0.000000,0.000000,50.500000,-13.750000,76.000000,0.000000,0.000000,0.000000,0.214844,0.861694,0.459045,0.023071,76.000000,0.000000,3.000000,3.000000,3.000000,1583.644000,156636.000000
0.280000,-1.290000,0.300000,0.000000,0.000000,0.000000,54.625000,-13.750000,77.687500,0.000000,0.000000,0.000000,0.211243,0.865723,0.453247,0.021362,76.000000,0.000000,3.000000,3.000000,3.000000,1583.654000,156637.000000
0.220000,-1.670000,0.320000,0.000000,0.000000,0.000000,53.250000,-14.000000,79.250000,0.000000,0.000000,0.000000,0.207764,0.869690,0.447266,0.019714,76.000000,0.000000,3.000000,3.000000,3.000000,1583.664000,156638.000000
0.290000,-1.660000,0.340000,0.000000,0.000000,0.000000,51.187500,-13.687500,77.375000,0.000000,0.000000,0.000000,0.204407,0.873535,0.441406,0.018127,76.000000,0.000000,3.000000,3.000000,3.000000,1583.674000,156639.000000
0.190000,-2.090000,0.450000,0.000000,0.000000,0.000000,51.187500,-13.687500,77.375000,0.000000,0.000000,0.000000,0.204407,0.873535,0.441406,0.018127,76.000000,0.000000,3.000000,3.000000,3.000000,1583.684000,156640.000000
0.300000,-2.530000,0.750000,0.000000,0.000000,0.000000,43.562500,-10.812500,74.437500,0.000000,0.000000,0.000000,0.199341,0.880188,0.430481,0.016663,76.000000,0.000000,3.000000,3.000000,3.000000,1583.694000,156641.000000
0.380000,-2.720000,0.870000,0.000000,0.000000,0.000000,11.875000,-1.812500,67.625000,0.000000,0.000000,0.000000,0.198425,0.882812,0.425415,0.017273,76.000000,0.000000,3.000000,3.000000,3.000000,1583.704000,156642.000000
0.280000,-2.750000,0.940000,0.000000,0.000000,0.000000,-7.937500,-0.250000,64.062500,0.000000,0.000000,0.000000,0.198914,0.884949,0.420593,0.018616,76.000000,0.000000,3.000000,3.000000,3.000000,1583.714000,156643.000000
0.170000,-2.820000,1.060000,0.000000,0.000000,0.000000,-26.750000,0.062500,60.750000,0.000000,0.000000,0.000000,0.200806,0.886658,0.416016,0.020569,76.000000,0.000000,3.000000,3.000000,3.000000,1583.724000,156644.000000
0.130000,-1.830000,1.230000,0.000000,0.000000,0.000000,-36.937500,0.312500,58.625000,0.000000,0.000000,0.000000,0.203491,0.888062,0.411560,0.022888,76.000000,0.000000,3.000000,3.000000,3.000000,1583.734000,156645.000000
-0.120000,-2.080000,1.190000,0.000000,0.000000,0.000000,-37.312500,0.687500,58.312500,0.000000,0.000000,0.000000,0.206177,0.889465,0.407104,0.025208,76.000000,0.000000,3.000000,3.000000,3.000000,1583.744000,156646.000000
-0.210000,-2.080000,1.130000,0.000000,0.000000,0.000000,-33.312500,2.125000,59.625000,0.000000,0.000000,0.000000,0.208435,0.890930,0.402588,0.027588,76.000000,0.000000,3.000000,3.000000,3.000000,1583.754000,156647.000000
-0.100000,-1.890000,1.130000,0.000000,0.000000,0.000000,-25.500000,2.750000,60.687500,0.000000,0.000000,0.000000,0.210144,0.892517,0.398010,0.029724,76.000000,0.000000,3.000000,3.000000,3.000000,1583.764000,156648.000000
0.010000,-1.980000,1.260000,0.000000,0.000000,0.000000,-15.000000,0.625000,62.000000,0.000000,0.000000,0.000000,0.211060,0.894287,0.393311,0.031372,76.000000,0.000000,3.000000,3.000000,3.000000,1583.774000,156649.000000
0.080000,-2.160000,1.210000,0.000000,0.000000,0.000000,-6.062500,-2.062500,63.437500,0.000000,0.000000,0.000000,0.211426,0.896301,0.388428,0.032532,76.000000,0.000000,3.000000,3.000000,3.000000,1583.784000,156650.000000
0.070000,-2.380000,1.040000,0.000000,0.000000,0.000000,0.062500,-4.750000,64.812500,0.000000,0.000000,0.000000,0.211426,0.898438,0.383423,0.033325,76.000000,0.000000,3.000000,3.000000,3.000000,1583.794000,156651.000000
0.010000,-3.040000,1.020000,0.000000,0.000000,0.000000,4.625000,-5.375000,64.562500,0.000000,0.000000,0.000000,0.211060,0.900574,0.378479,0.033936,76.000000,0.000000,3.000000,3.000000,3.000000,1583.804000,156652.000000
-0.040000,-3.590000,0.900000,0.000000,0.000000,0.000000,1.937500,-3.000000,63.000000,0.000000,0.000000,0.000000,0.210815,0.902649,0.373596,0.034790,76.000000,0.000000,3.000000,3.000000,3.000000,1583.814000,156653.000000
-0.220000,-3.890000,0.740000,0.000000,0.000000,0.000000,-10.375000,2.187500,61.500000,0.000000,0.000000,0.000000,0.211365,0.904358,0.368896,0.036377,76.000000,0.000000,3.000000,3.000000,3.000000,1583.825000,156654.000000
-0.070000,-3.860000,0.780000,0.000000,0.000000,0.000000,-23.937500,7.187500,59.312500,0.000000,0.000000,0.000000,0.212769,0.905762,0.364441,0.038696,76.000000,0.000000,3.000000,3.000000,3.000000,1583.835000,156655.000000
0.480000,-1.840000,0.430000,0.000000,0.000000,0.000000,-29.687500,8.750000,57.000000,0.000000,0.000000,0.000000,0.214600,0.906921,0.360107,0.041321,76.000000,0.000000,3.000000,3.000000,3.000000,1583.846000,156656.000000
0.450000,-1.520000,0.200000,0.000000,0.000000,0.000000,-25.812500,8.000000,58.812500,0.000000,0.000000,0.000000,0.216125,0.908203,0.355652,0.043762,76.000000,0.000000,3.000000,3.000000,3.000000,1583.856000,156657.000000
0.290000,-1.220000,-0.180000,0.000000,0.000000,0.000000,-15.812500,5.187500,61.375000,0.000000,0.000000,0.000000,0.216980,0.909729,0.351013,0.045776,76.000000,0.000000,3.000000,3.000000,3.000000,1583.866000,156658.000000
0.450000,-2.170000,-0.270000,0.000000,0.000000,0.000000,-3.812500,2.250000,64.687500,0.000000,0.000000,0.000000,0.216919,0.911560,0.346069,0.047241,76.000000,0.000000,3.000000,3.000000,3.000000,1583.877000,156659.000000
0.680000,-2.350000,-0.430000,0.000000,0.000000,0.000000,0.687500,-0.375000,68.937500,0.000000,0.000000,0.000000,0.216614,0.913574,0.340698,0.048523,76.000000,0.000000,3.000000,3.000000,3.000000,1583.887000,156660.000000
0.820000,-2.090000,-0.410000,0.000000,0.000000,0.000000,-4.500000,-2.562500,71.500000,0.000000,0.000000,0.000000,0.216736,0.915527,0.335144,0.049744,76.000000,0.000000,3.000000,3.000000,3.000000,1583.897000,156661.000000
1.010000,-0.650000,-0.780000,0.000000,0.000000,0.000000,-10.625000,-5.750000,70.875000,0.000000,0.000000,0.000000,0.217407,0.917358,0.329468,0.050903,76.000000,0.000000,3.000000,3.000000,3.000000,1583.907000,156662.000000
1.090000,-0.250000,-1.050000,0.000000,0.000000,0.000000,-7.875000,-10.625000,68.937500,0.000000,0.000000,0.000000,0.218018,0.919189,0.323914,0.051575,76.000000,0.000000,3.000000,3.000000,3.000000,1583.917000,156663.000000
1.220000,-0.360000,-1.350000,0.000000,0.000000,0.000000,4.750000,-17.125000,67.000000,0.000000,0.000000,0.000000,0.217834,0.921143,0.318420,0.051331,76.000000,0.000000,3.000000,3.000000,3.000000,1583.927000,156664.000000
1.310000,-0.950000,-1.450000,0.000000,0.000000,0.000000,16.750000,-23.562500,62.625000,0.000000,0.000000,0.000000,0.216858,0.923218,0.313171,0.050171,76.000000,0.000000,3.000000,3.000000,3.000000,1583.937000,156665.000000
1.350000,-0.220000,-1.970000,0.000000,0.000000,0.000000,19.562500,-26.875000,57.562500,0.000000,0.000000,0.000000,0.215820,0.925232,0.308289,0.048645,76.000000,0.000000,3.000000,3.000000,3.000000,1583.947000,156666.000000
1.600000,0.280000,-2.100000,0.000000,0.000000,0.000000,19.625000,-31.750000,56.312500,0.000000,0.000000,0.000000,0.214844,0.927185,0.303345,0.046631,76.000000,0.000000,3.000000,3.000000,3.000000,1583.957000,156667.000000
1.740000,1.070000,-2.350000,0.000000,0.000000,0.000000,26.750000,-42.562500,58.937500,0.000000,0.000000,0.000000,0.213623,0.929321,0.298096,0.043701,76.000000,0.000000,3.000000,3.000000,3.000000,1583.967000,156668.000000
0.960000,-0.680000,-2.800000,0.000000,0.000000,0.000000,42.812500,-56.375000,61.437500,0.000000,0.000000,0.000000,0.211426,0.931824,0.292358,0.039307,76.000000,0.000000,3.000000,3.000000,3.000000,1583.977000,156669.000000
0.780000,-0.540000,-3.290000,0.000000,0.000000,0.000000,50.812500,-62.500000,66.937500,0.000000,0.000000,0.000000,0.208740,0.934570,0.286133,0.034302,76.000000,0.000000,3.000000,3.000000,3.000000,1583.987000,156670.000000
0.760000,1.440000,-3.690000,0.000000,0.000000,0.000000,42.250000,-60.687500,79.312500,0.000000,0.000000,0.000000,0.206665,0.937317,0.278931,0.029907,76.000000,0.000000,3.000000,3.000000,3.000000,1583.997000,156671.000000
-0.010000,2.780000,-4.380000,0.000000,0.000000,0.000000,36.500000,-52.812500,92.562500,0.000000,0.000000,0.000000,0.204773,0.940247,0.270752,0.026489,76.000000,0.000000,3.000000,3.000000,3.000000,1584.007000,156672.000000
-0.900000,6.190000,-5.510000,0.000000,0.000000,0.000000,39.625000,-36.000000,106.250000,0.000000,0.000000,0.000000,0.202209,0.943420,0.261780,0.024536,76.000000,0.000000,3.000000,3.000000,3.000000,1584.017000,156673.000000
-1.600000,7.730000,-6.090000,0.000000,0.000000,0.000000,44.187500,-14.062500,116.125000,0.000000,0.000000,0.000000,0.198730,0.946716,0.252319,0.024414,76.000000,0.000000,3.000000,3.000000,3.000000,1584.027000,156674.000000
-2.050000,9.520000,-6.430000,0.000000,0.000000,0.000000,47.437500,4.625000,118.750000,0.000000,0.000000,0.000000,0.194580,0.949951,0.242981,0.025757,76.000000,0.000000,3.000000,3.000000,3.000000,1584.037000,156675.000000
-2.220000,11.570000,-6.820000,0.000000,0.000000,0.000000,47.250000,15.812500,112.812500,0.000000,0.000000,0.000000,0.190186,0.952942,0.234314,0.027954,76.000000,0.000000,3.000000,3.000000,3.000000,1584.047000,156676.000000
-3.490000,11.840000,-6.980000,0.000000,0.000000,0.000000,46.937500,19.625000,93.062500,0.000000,0.000000,0.000000,0.185791,0.955505,0.227234,0.030090,76.000000,0.000000,3.000000,3.000000,3.000000,1584.057000,156677.000000
-3.870000,13.110000,-6.640000,0.000000,0.000000,0.000000,37.625000,16.812500,68.625000,0.000000,0.000000,0.000000,0.182251,0.957336,0.222046,0.031799,76.000000,0.000000,3.000000,3.000000,3.000000,1584.067000,156678.000000
-4.110000,12.640000,-6.380000,0.000000,0.000000,0.000000,29.687500,6.562500,40.250000,0.000000,0.000000,0.000000,0.179626,0.958496,0.218994,0.032410,76.000000,0.000000,3.000000,3.000000,3.000000,1584.078000,156679.000000
-4.490000,11.540000,-6.050000,0.000000,0.000000,0.000000,20.562500,-3.312500,11.250000,0.000000,0.000000,0.000000,0.177979,0.959045,0.218079,0.031921,76.000000,0.000000,3.000000,3.000000,3.000000,1584.088000,156680.000000
-4.880000,9.780000,-5.020000,0.000000,0.000000,0.000000,6.750000,-14.062500,-14.125000,0.000000,0.000000,0.000000,0.177734,0.958923,0.218994,0.030457,76.000000,0.000000,3.000000,3.000000,3.000000,1584.098000,156681.000000
-3.660000,5.580000,-4.510000,0.000000,0.000000,0.000000,12.187500,-18.562500,-36.875000,0.000000,0.000000,0.000000,0.177185,0.958435,0.221741,0.028137,76.000000,0.000000,3.000000,3.000000,3.000000,1584.108000,156682.000000
-2.990000,6.350000,-4.000000,0.000000,0.000000,0.000000,6.250000,-13.687500,-50.000000,0.000000,0.000000,0.000000,0.177063,0.957642,0.225586,0.026184,76.000000,0.000000,3.000000,3.000000,3.000000,1584.118000,156683.000000
-2.660000,3.180000,-2.940000,0.000000,0.000000,0.000000,4.750000,-11.250000,-62.875000,0.000000,0.000000,0.000000,0.177002,0.956543,0.230530,0.024231,76.000000,0.000000,3.000000,3.000000,3.000000,1584.129000,156684.000000
-2.340000,1.820000,-2.560000,0.000000,0.000000,0.000000,13.062500,-8.875000,-70.250000,0.000000,0.000000,0.000000,0.176270,0.955383,0.236084,0.022217,76.000000,0.000000,3.000000,3.000000,3.000000,1584.139000,156685.000000
-1.950000,2.350000,-2.270000,0.000000,0.000000,0.000000,11.812500,-3.187500,-68.312500,0.000000,0.000000,0.000000,0.175476,0.954163,0.241577,0.020691,76.000000,0.000000,3.000000,3.000000,3.000000,1584.149000,156686.000000
-1.830000,0.620000,-1.770000,0.000000,0.000000,0.000000,17.750000,3.625000,-67.125000,0.000000,0.000000,0.000000,0.174072,0.953003,0.247070,0.019592,76.000000,0.000000,3.000000,3.000000,3.000000,1584.159000,156687.000000
-0.810000,0.110000,-1.320000,0.000000,0.000000,0.000000,19.875000,12.687500,-61.812500,0.000000,0.000000,0.000000,0.170593,0.950989,0.257202,0.019653,76.000000,0.000000,3.000000,3.000000,3.000000,1584.169000,156688.000000
-0.250000,0.050000,-1.050000,0.000000,0.000000,0.000000,17.625000,19.000000,-57.562500,0.000000,0.000000,0.000000,0.170593,0.950989,0.257202,0.019653,76.000000,0.000000,3.000000,3.000000,3.000000,1584.179000,156689.000000
0.370000,-0.960000,-0.670000,0.000000,0.000000,0.000000,18.312500,20.125000,-57.750000,0.000000,0.000000,0.000000,0.168762,0.949951,0.262146,0.020020,76.000000,0.000000,3.000000,3.000000,3.000000,1584.189000,156690.000000
0.750000,-0.810000,-0.680000,0.000000,0.000000,0.000000,12.750000,17.500000,-58.812500,0.000000,0.000000,0.000000,0.166748,0.947449,0.272217,0.020264,76.000000,0.000000,3.000000,3.000000,3.000000,1584.199000,156691.000000
0.760000,-0.540000,-0.550000,0.000000,0.000000,0.000000,6.562500,11.812500,-61.125000,0.000000,0.000000,0.000000,0.166748,0.947449,0.272217,0.020264,76.000000,0.000000,3.000000,3.000000,3.000000,1584.209000,156692.000000
0.630000,-1.080000,-0.490000,0.000000,0.000000,0.000000,5.000000,4.937500,-64.187500,0.000000,0.000000,0.000000,0.166321,0.944519,0.282654,0.018799,76.000000,0.000000,3.000000,3.000000,3.000000,1584.219000,156693.000000
0.520000,-0.940000,-0.470000,0.000000,0.000000,0.000000,0.875000,1.375000,-64.875000,0.000000,0.000000,0.000000,0.166321,0.944519,0.282654,0.018799,76.000000,0.000000,3.000000,3.000000,3.000000,1584.229000,156694.000000
-0.280000,-0.740000,-0.520000,0.000000,0.000000,0.000000,-2.625000,0.687500,-63.375000,0.000000,0.000000,0.000000,0.166626,0.942932,0.287720,0.018005,76.000000,0.000000,3.000000,3.000000,3.000000,1584.239000,156695.000000
-0.560000,-0.920000,-0.520000,0.000000,0.000000,0.000000,-2.812500,3.375000,-60.000000,0.000000,0.000000,0.000000,0.167053,0.940002,0.296997,0.017700,76.000000,0.000000,3.000000,3.000000,3.000000,1584.249000,156696.000000
-0.670000,-0.950000,-0.470000,0.000000,0.000000,0.000000,-4.312500,10.375000,-54.687500,0.000000,0.000000,0.000000,0.167114,0.938599,0.301208,0.018738,76.000000,0.000000,3.000000,3.000000,3.000000,1584.259000,156697.000000
-0.840000,-0.830000,-0.420000,0.000000,0.000000,0.000000,-5.937500,19.875000,-49.875000,0.000000,0.000000,0.000000,0.166870,0.937256,0.305359,0.020752,76.000000,0.000000,3.000000,3.000000,3.000000,1584.269000,156698.000000
-0.870000,-0.410000,-0.530000,0.000000,0.000000,0.000000,-6.625000,31.937500,-46.375000,0.000000,0.000000,0.000000,0.166870,0.937256,0.305359,0.020752,76.000000,0.000000,3.000000,3.000000,3.000000,1584.279000,156699.000000
-0.700000,-0.410000,-0.450000,0.000000,0.000000,0.000000,-6.437500,45.375000,-42.500000,0.000000,0.000000,0.000000,0.166321,0.935974,0.309326,0.023926,76.000000,0.000000,3.000000,3.000000,3.000000,1584.289000,156700.000000
-0.480000,-0.600000,-0.400000,0.000000,0.000000,0.000000,-3.000000,56.125000,-42.062500,0.000000,0.000000,0.000000,0.163696,0.933350,0.317810,0.032349,76.000000,0.000000,3.000000,3.000000,3.000000,1584.299000,156701.000000
-0.470000,-0.430000,-0.420000,0.000000,0.000000,0.000000,-2.125000,64.250000,-43.937500,0.000000,0.000000,0.000000,0.162109,0.931885,0.322449,0.037231,76.000000,0.000000,3.000000,3.000000,3.000000,1584.309000,156702.000000
-0.440000,0.080000,-0.580000,0.000000,0.000000,0.000000,-1.562500,69.250000,-46.687500,0.000000,0.000000,0.000000,0.160278,0.930298,0.327271,0.042297,76.000000,0.000000,3.000000,3.000000,3.000000,1584.319000,156703.000000
-0.700000,0.340000,-0.770000,0.000000,0.000000,0.000000,0.125000,72.937500,-48.750000,0.000000,0.000000,0.000000,0.160278,0.930298,0.327271,0.042297,76.000000,0.000000,3.000000,3.000000,3.000000,1584.329000,156704.000000
-0.700000,0.720000,-0.840000,0.000000,0.000000,0.000000,0.687500,77.312500,-49.750000,0.000000,0.000000,0.000000,0.158264,0.928589,0.332214,0.047668,76.000000,0.000000,3.000000,3.000000,3.000000,1584.339000,156705.000000
-0.500000,0.700000,-0.960000,0.000000,0.000000,0.000000,2.625000,79.750000,-52.187500,0.000000,0.000000,0.000000,0.153564,0.924927,0.342773,0.058472,76.000000,0.000000,3.000000,3.000000,3.000000,1584.349000,156706.000000
-0.610000,0.390000,-0.910000,0.000000,0.000000,0.000000,5.562500,79.500000,-55.062500,0.000000,0.000000,0.000000,0.151184,0.922974,0.348206,0.063843,76.000000,0.000000,3.000000,3.000000,3.000000,1584.359000,156707.000000
-0.430000,0.660000,-0.780000,0.000000,0.000000,0.000000,4.125000,79.000000,-56.375000,0.000000,0.000000,0.000000,0.149048,0.920837,0.353638,0.068909,76.000000,0.000000,3.000000,3.000000,3.000000,1584.369000,156708.000000
-0.260000,0.800000,-0.790000,0.000000,0.000000,0.000000,3.187500,75.562500,-57.812500,0.000000,0.000000,0.000000,0.149048,0.920837,0.353638,0.068909,76.000000,0.000000,3.000000,3.000000,3.000000,1584.379000,156709.000000
-0.380000,0.450000,-0.850000,0.000000,0.000000,0.000000,3.062500,69.750000,-58.125000,0.000000,0.000000,0.000000,0.147034,0.918701,0.359070,0.073486,76.000000,0.000000,3.000000,3.000000,3.000000,1584.389000,156710.000000
-0.530000,0.670000,-0.870000,0.000000,0.000000,0.000000,0.437500,64.687500,-56.375000,0.000000,0.000000,0.000000,0.144043,0.914490,0.369141,0.081970,76.000000,0.000000,3.000000,3.000000,3.000000,1584.399000,156711.000000
-0.520000,0.710000,-0.850000,0.000000,0.000000,0.000000,-1.937500,61.187500,-53.687500,0.000000,0.000000,0.000000,0.142700,0.912415,0.373718,0.085938,76.000000,0.000000,3.000000,3.000000,3.000000,1584.409000,156712.000000
-0.660000,0.730000,-0.740000,0.000000,0.000000,0.000000,-2.250000,59.125000,-50.687500,0.000000,0.000000,0.000000,0.141357,0.910461,0.378113,0.090027,76.000000,0.000000,3.000000,3.000000,3.000000,1584.419000,156713.000000
-0.700000,0.700000,-0.610000,0.000000,0.000000,0.000000,-2.000000,59.125000,-48.000000,0.000000,0.000000,0.000000,0.141357,0.910461,0.378113,0.090027,76.000000,0.000000,3.000000,3.000000,3.000000,1584.429000,156714.000000
-0.570000,0.640000,-0.500000,0.000000,0.000000,0.000000,0.000000,59.812500,-47.500000,0.000000,0.000000,0.000000,0.140198,0.908386,0.382568,0.093750,76.000000,0.000000,3.000000,3.000000,3.000000,1584.439000,156715.000000
-0.620000,0.410000,-0.360000,0.000000,0.000000,0.000000,3.125000,60.937500,-48.562500,0.000000,0.000000,0.000000,0.136414,0.904236,0.391602,0.101807,76.000000,0.000000,3.000000,3.000000,3.000000,1584.449000,156716.000000
-0.450000,0.250000,-0.170000,0.000000,0.000000,0.000000,4.250000,62.375000,-49.937500,0.000000,0.000000,0.000000,0.134521,0.902100,0.396179,0.105896,76.000000,0.000000,3.000000,3.000000,3.000000,1584.459000,156717.000000
-0.350000,0.420000,-0.070000,0.000000,0.000000,0.000000,3.062500,62.187500,-49.875000,0.000000,0.000000,0.000000,0.132690,0.899963,0.400574,0.109802,76.000000,0.000000,3.000000,3.000000,3.000000,1584.469000,156718.000000
-0.240000,0.380000,0.020000,0.000000,0.000000,0.000000,3.250000,60.125000,-48.250000,0.000000,0.000000,0.000000,0.132690,0.899963,0.400574,0.109802,76.000000,0.000000,3.000000,3.000000,3.000000,1584.479000,156719.000000
-0.090000,0.090000,0.080000,0.000000,0.000000,0.000000,5.500000,55.750000,-47.250000,0.000000,0.000000,0.000000,0.130859,0.897888,0.404785,0.113342,76.000000,0.000000,3.000000,3.000000,3.000000,1584.489000,156720.000000
0.040000,0.160000,0.080000,0.000000,0.000000,0.000000,7.187500,50.937500,-46.875000,0.000000,0.000000,0.000000,0.127319,0.893738,0.413269,0.119019,76.000000,0.000000,3.000000,3.000000,3.000000,1584.499000,156721.000000
0.080000,0.160000,0.160000,0.000000,0.000000,0.000000,7.625000,45.000000,-49.250000,0.000000,0.000000,0.000000,0.125793,0.891541,0.417908,0.120972,76.000000,0.000000,3.000000,3.000000,3.000000,1584.509000,156722.000000
-0.030000,-0.200000,0.210000,0.000000,0.000000,0.000000,9.875000,38.062500,-54.812500,0.000000,0.000000,0.000000,0.124512,0.889221,0.422791,0.122498,76.000000,0.000000,3.000000,3.000000,3.000000,1584.519000,156723.000000
-0.120000,-0.400000,0.120000,0.000000,0.000000,0.000000,9.562500,33.500000,-59.062500,0.000000,0.000000,0.000000,0.124512,0.889221,0.422791,0.122498,76.000000,0.000000,3.000000,3.000000,3.000000,1584.529000,156724.000000
-0.310000,-0.510000,0.080000,0.000000,0.000000,0.000000,5.625000,29.937500,-61.500000,0.000000,0.000000,0.000000,0.123657,0.886780,0.427795,0.123901,76.000000,0.000000,3.000000,3.000000,3.000000,1584.539000,156725.000000
-0.360000,-0.600000,-0.020000,0.000000,0.000000,0.000000,1.000000,27.500000,-61.312500,0.000000,0.000000,0.000000,0.123108,0.881775,0.437378,0.126770,76.000000,0.000000,3.000000,3.000000,3.000000,1584.549000,156726.000000
-0.330000,-0.330000,-0.050000,0.000000,0.000000,0.000000,-3.375000,26.562500,-59.125000,0.000000,0.000000,0.000000,0.122986,0.879333,0.441772,0.128357,76.000000,0.000000,3.000000,3.000000,3.000000,1584.559000,156727.000000
-0.420000,-0.370000,-0.110000,0.000000,0.000000,0.000000,-3.562500,27.437500,-56.250000,0.000000,0.000000,0.000000,0.122498,0.877014,0.446045,0.130127,76.000000,0.000000,3.000000,3.000000,3.000000,1584.569000,156728.000000
-0.380000,-0.340000,-0.030000,0.000000,0.000000,0.000000,-1.250000,30.000000,-53.125000,0.000000,0.000000,0.000000,0.122498,0.877014,0.446045,0.130127,76.000000,0.000000,3.000000,3.000000,3.000000,1584.579000,156729.000000
-0.360000,-0.150000,-0.070000,0.000000,0.000000,0.000000,1.625000,34.062500,-49.375000,0.000000,0.000000,0.000000,0.121643,0.874817,0.450073,0.131775,76.000000,0.000000,3.000000,3.000000,3.000000,1584.589000,156730.000000
-0.190000,0.010000,-0.060000,0.000000,0.000000,0.000000,6.687500,37.937500,-46.437500,0.000000,0.000000,0.000000,0.118164,0.870605,0.457825,0.135864,76.000000,0.000000,3.000000,3.000000,3.000000,1584.599000,156731.000000
-0.200000,-0.180000,-0.120000,0.000000,0.000000,0.000000,13.375000,40.437500,-44.625000,0.000000,0.000000,0.000000,0.115784,0.868652,0.461548,0.137878,76.000000,0.000000,3.000000,3.000000,3.000000,1584.609000,156732.000000
-0.020000,-0.050000,-0.110000,0.000000,0.000000,0.000000,16.937500,42.000000,-42.375000,0.000000,0.000000,0.000000,0.113342,0.866699,0.465149,0.139954,76.000000,0.000000,3.000000,3.000000,3.000000,1584.619000,156733.000000
-0.020000,-0.020000,-0.160000,0.000000,0.000000,0.000000,16.562500,42.750000,-40.937500,0.000000,0.000000,0.000000,0.113342,0.866699,0.465149,0.139954,76.000000,0.000000,3.000000,3.000000,3.000000,1584.629000,156734.000000
0.080000,-0.280000,-0.180000,0.000000,0.000000,0.000000,11.312500,42.125000,-41.250000,0.000000,0.000000,0.000000,0.110107,0.862488,0.472290,0.144775,76.000000,0.000000,3.000000,3.000000,3.000000,1584.639000,156735.000000
0.000000,0.190000,-0.220000,0.000000,0.000000,0.000000,1.687500,41.125000,-43.000000,0.000000,0.000000,0.000000,0.109497,0.860046,0.475952,0.147522,76.000000,0.000000,3.000000,3.000000,3.000000,1584.649000,156736.000000
0.120000,0.410000,-0.160000,0.000000,0.000000,0.000000,-9.687500,40.750000,-50.750000,0.000000,0.000000,0.000000,0.109192,0.857422,0.479858,0.150452,76.000000,0.000000,3.000000,3.000000,3.000000,1584.659000,156737.000000
0.270000,0.540000,-0.140000,0.000000,0.000000,0.000000,-9.687500,40.750000,-50.750000,0.000000,0.000000,0.000000,0.109070,0.854614,0.484009,0.153198,76.000000,0.000000,3.000000,3.000000,3.000000,1584.669000,156738.000000
