ax,ay,az,ex,ey,ez,gx,gy,gz,qw,qx,qy,qz,mx,my,mz,BatteryPercent,SystemStatus,GyroStatus,AccelStatus,MagStatus,Timestamp,SequenceNum
0.800000,0.510000,-2.850000,0.000000,0.000000,0.000000,42.625000,-59.312500,-51.125000,0.000000,0.000000,0.000000,0.153259,0.676025,0.688904,0.211914,78.000000,1.000000,3.000000,3.000000,3.000000,1413.065000,139663.000000
0.920000,0.040000,-2.260000,0.000000,0.000000,0.000000,43.125000,-80.125000,-59.375000,0.000000,0.000000,0.000000,0.156494,0.674561,0.692017,0.204102,78.000000,1.000000,3.000000,3.000000,3.000000,1413.075000,139664.000000
0.630000,-0.750000,-1.050000,0.000000,0.000000,0.000000,41.000000,-97.625000,-66.937500,0.000000,0.000000,0.000000,0.161011,0.672791,0.695190,0.195190,78.000000,1.000000,3.000000,3.000000,3.000000,1413.085000,139665.000000
0.660000,-1.280000,-0.520000,0.000000,0.000000,0.000000,34.687500,-111.187500,-73.875000,0.000000,0.000000,0.000000,0.166748,0.670715,0.698425,0.185852,78.000000,1.000000,3.000000,3.000000,3.000000,1413.095000,139666.000000
0.680000,-1.460000,0.040000,0.000000,0.000000,0.000000,24.562500,-120.562500,-78.875000,0.000000,0.000000,0.000000,0.173706,0.668274,0.701538,0.176453,78.000000,1.000000,3.000000,3.000000,3.000000,1413.105000,139667.000000
0.480000,-1.450000,1.120000,0.000000,0.000000,0.000000,14.500000,-125.000000,-81.750000,0.000000,0.000000,0.000000,0.181519,0.665466,0.704468,0.167297,78.000000,1.000000,3.000000,3.000000,3.000000,1413.115000,139668.000000
0.500000,-1.830000,1.520000,0.000000,0.000000,0.000000,6.625000,-123.000000,-83.937500,0.000000,0.000000,0.000000,0.189636,0.662231,0.707336,0.158691,78.000000,1.000000,3.000000,3.000000,3.000000,1413.125000,139669.000000
0.380000,-2.010000,2.150000,0.000000,0.000000,0.000000,5.125000,-118.375000,-81.687500,0.000000,0.000000,0.000000,0.197510,0.658997,0.710022,0.150452,78.000000,1.000000,3.000000,3.000000,3.000000,1413.135000,139670.000000
0.380000,-2.560000,2.840000,0.000000,0.000000,0.000000,5.187500,-111.125000,-75.250000,0.000000,0.000000,0.000000,0.204834,0.655945,0.712402,0.142639,78.000000,1.000000,3.000000,3.000000,3.000000,1413.145000,139671.000000
0.130000,-2.910000,3.620000,0.000000,0.000000,0.000000,6.312500,-96.562500,-63.562500,0.000000,0.000000,0.000000,0.210999,0.653320,0.714294,0.135803,78.000000,1.000000,3.000000,3.000000,3.000000,1413.155000,139672.000000
-0.030000,-3.350000,3.940000,0.000000,0.000000,0.000000,9.000000,-76.187500,-49.250000,0.000000,0.000000,0.000000,0.215698,0.651367,0.715698,0.130188,78.000000,1.000000,3.000000,3.000000,3.000000,1413.165000,139673.000000
-0.360000,-3.750000,4.420000,0.000000,0.000000,0.000000,11.500000,-49.500000,-32.312500,0.000000,0.000000,0.000000,0.218384,0.650146,0.716675,0.126160,78.000000,1.000000,3.000000,3.000000,3.000000,1413.175000,139674.000000
-0.050000,-3.960000,4.730000,0.000000,0.000000,0.000000,12.000000,-18.375000,-16.750000,0.000000,0.000000,0.000000,0.219055,0.649597,0.717407,0.124146,78.000000,1.000000,3.000000,3.000000,3.000000,1413.185000,139675.000000
0.280000,-4.790000,5.220000,0.000000,0.000000,0.000000,9.937500,9.062500,-2.937500,0.000000,0.000000,0.000000,0.217957,0.649475,0.717834,0.123962,78.000000,1.000000,3.000000,3.000000,3.000000,1413.195000,139676.000000
0.350000,-4.980000,5.350000,0.000000,0.000000,0.000000,5.750000,28.437500,7.250000,0.000000,0.000000,0.000000,0.215820,0.649719,0.718018,0.125305,78.000000,1.000000,3.000000,3.000000,3.000000,1413.205000,139677.000000
0.610000,-5.320000,5.280000,0.000000,0.000000,0.000000,-1.937500,42.562500,14.562500,0.000000,0.000000,0.000000,0.213196,0.650146,0.717957,0.128052,78.000000,1.000000,3.000000,3.000000,3.000000,1413.215000,139678.000000
0.920000,-5.150000,4.780000,0.000000,0.000000,0.000000,-10.437500,54.562500,21.625000,0.000000,0.000000,0.000000,0.210266,0.650635,0.717651,0.132019,78.000000,1.000000,3.000000,3.000000,3.000000,1413.225000,139679.000000
1.150000,-4.750000,4.460000,0.000000,0.000000,0.000000,-15.312500,65.062500,26.750000,0.000000,0.000000,0.000000,0.206848,0.651245,0.717163,0.137024,78.000000,1.000000,3.000000,3.000000,3.000000,1413.235000,139680.000000
1.630000,-4.870000,3.920000,0.000000,0.000000,0.000000,-12.875000,70.625000,27.750000,0.000000,0.000000,0.000000,0.202942,0.651855,0.716675,0.142151,78.000000,1.000000,3.000000,3.000000,3.000000,1413.245000,139681.000000
2.380000,-5.120000,3.110000,0.000000,0.000000,0.000000,-10.812500,70.562500,28.875000,0.000000,0.000000,0.000000,0.198914,0.652588,0.716187,0.147217,78.000000,1.000000,3.000000,3.000000,3.000000,1413.255000,139682.000000
3.330000,-4.840000,1.150000,0.000000,0.000000,0.000000,-17.125000,64.312500,32.125000,0.000000,0.000000,0.000000,0.195557,0.653442,0.715271,0.152344,78.000000,1.000000,3.000000,3.000000,3.000000,1413.265000,139683.000000
3.360000,-4.210000,0.690000,0.000000,0.000000,0.000000,-21.062500,54.750000,36.500000,0.000000,0.000000,0.000000,0.192932,0.654602,0.713867,0.157227,78.000000,1.000000,3.000000,3.000000,3.000000,1413.275000,139684.000000
3.490000,-4.750000,0.270000,0.000000,0.000000,0.000000,-18.562500,49.000000,42.250000,0.000000,0.000000,0.000000,0.190430,0.656128,0.712036,0.161743,78.000000,1.000000,3.000000,3.000000,3.000000,1413.285000,139685.000000
3.330000,-4.750000,0.010000,0.000000,0.000000,0.000000,-23.750000,47.500000,47.062500,0.000000,0.000000,0.000000,0.188293,0.657959,0.709900,0.166565,78.000000,1.000000,3.000000,3.000000,3.000000,1413.295000,139686.000000
3.670000,-4.150000,0.100000,0.000000,0.000000,0.000000,-33.750000,49.125000,49.625000,0.000000,0.000000,0.000000,0.186523,0.659668,0.707397,0.172119,78.000000,1.000000,3.000000,3.000000,3.000000,1413.305000,139687.000000
3.570000,-3.700000,0.140000,0.000000,0.000000,0.000000,-44.437500,51.437500,50.250000,0.000000,0.000000,0.000000,0.185181,0.661194,0.704773,0.178406,78.000000,1.000000,3.000000,3.000000,3.000000,1413.315000,139688.000000
3.390000,-3.320000,0.120000,0.000000,0.000000,0.000000,-53.312500,53.312500,49.687500,0.000000,0.000000,0.000000,0.184204,0.662537,0.701965,0.185364,78.000000,1.000000,3.000000,3.000000,3.000000,1413.325000,139689.000000
2.830000,-2.100000,0.020000,0.000000,0.000000,0.000000,-61.562500,54.000000,51.750000,0.000000,0.000000,0.000000,0.183655,0.663757,0.698914,0.192810,78.000000,1.000000,3.000000,3.000000,3.000000,1413.335000,139690.000000
2.320000,-1.210000,-0.240000,0.000000,0.000000,0.000000,-66.500000,55.312500,55.875000,0.000000,0.000000,0.000000,0.183167,0.665100,0.695557,0.200684,78.000000,1.000000,3.000000,3.000000,3.000000,1413.345000,139691.000000
1.560000,-0.180000,-0.490000,0.000000,0.000000,0.000000,-65.062500,55.875000,62.312500,0.000000,0.000000,0.000000,0.182495,0.666809,0.691772,0.208618,78.000000,1.000000,3.000000,3.000000,3.000000,1413.355000,139692.000000
0.910000,0.640000,-0.780000,0.000000,0.000000,0.000000,-57.375000,54.625000,69.375000,0.000000,0.000000,0.000000,0.181274,0.668945,0.687683,0.216125,78.000000,1.000000,3.000000,3.000000,3.000000,1413.365000,139693.000000
-0.080000,2.830000,-1.430000,0.000000,0.000000,0.000000,-45.187500,51.250000,76.187500,0.000000,0.000000,0.000000,0.179443,0.671753,0.683289,0.222839,78.000000,1.000000,3.000000,3.000000,3.000000,1413.375000,139694.000000
-0.510000,3.840000,-1.730000,0.000000,0.000000,0.000000,-31.312500,44.750000,80.937500,0.000000,0.000000,0.000000,0.177124,0.675049,0.678772,0.228394,78.000000,1.000000,3.000000,3.000000,3.000000,1413.385000,139695.000000
